Date,Time,Transaction,Item
2016-12-03,13:18:39,2537,Café
2016-12-03,13:21:46,2538,Agua
2016-12-03,13:21:46,2538,Pan
2016-12-03,13:26:21,2539,Café
2016-12-03,13:26:21,2539,Pan
2016-12-03,13:28:12,2540,Muffin
2016-12-03,13:28:12,2540,Pastel
2016-12-03,13:28:12,2540,Tostada mantequilla
2016-12-03,13:38:21,2541,Te
2016-12-03,13:38:21,2541,Tostada mantequilla
2016-12-03,13:45:20,2543,Muffin
2016-12-03,13:45:20,2543,Pastel
2016-12-03,13:53:32,2545,Muffin
2016-12-03,13:53:32,2545,Pastel
2016-12-03,13:53:32,2545,Café
2016-12-03,13:53:32,2545,Café
2016-12-03,14:03:00,2546,Pastel
2016-12-03,14:05:50,2547,Te
2016-12-03,14:05:50,2547,Pan
2016-12-03,14:05:50,2547,Tostada mantequilla
2016-12-03,14:05:50,2547,Pastel
2016-12-03,14:07:07,2548,Café
2016-12-03,14:07:07,2548,Medialuna
2016-12-03,14:12:03,2549,Jamón
2016-12-03,14:12:03,2549,Caramelo
2016-12-03,14:13:40,2550,Tostada mantequilla
2016-12-03,14:13:40,2550,Pastel
2016-12-03,14:21:31,2551,Caramelo
2016-12-03,14:21:31,2551,Chocolate caliente
2016-12-03,14:28:06,2552,Pastel
2016-12-03,14:28:06,2552,Sandwich
2016-12-03,14:28:06,2552,Sandwich
2016-12-03,14:28:06,2552,Zumo
2016-12-03,14:28:06,2552,Café
2016-12-03,14:28:06,2552,Café
2016-12-03,14:28:06,2552,Sandwich
2016-12-03,14:29:01,2553,Pan
2016-12-03,14:34:31,2554,Zumo
2016-12-03,14:34:31,2554,Café
2016-12-03,14:34:31,2554,Café
2016-12-03,14:37:36,2555,Tostada mantequilla
2016-12-03,14:37:36,2555,Pan
2016-12-03,14:37:36,2555,Café
2016-12-03,14:37:36,2555,Chocolate caliente
2016-12-03,14:41:34,2556,Café
2016-12-03,14:41:34,2556,Tostada mantequilla
2016-12-03,14:41:34,2556,Muffin
2016-12-03,14:41:34,2556,Chocolate caliente
2016-12-03,14:47:21,2557,Pan
2016-12-03,14:50:38,2558,Medialuna
2016-12-03,14:55:47,2559,Pastel
2016-12-03,14:55:47,2559,Alfajores
2016-12-03,14:57:53,2560,Chocolate caliente
2016-12-03,15:17:19,2561,Café
2016-12-03,15:17:19,2561,Café
2016-12-03,15:25:53,2562,Café
2016-12-03,15:37:11,2563,Café
2016-12-03,15:37:11,2563,Te
2016-12-03,15:39:35,2564,Jamón
2016-12-03,15:39:35,2564,Pastel
2016-12-03,15:39:35,2564,Pan
2016-12-03,15:39:35,2564,Café
2016-12-03,15:42:03,2565,Café
2016-12-03,15:43:10,2566,Te
2016-12-03,15:43:10,2566,Tostada mantequilla
2016-12-03,15:45:44,2567,Pan
2016-12-03,15:46:28,2568,Pan
2016-12-03,15:48:43,2569,Smoothies
2016-12-03,15:48:43,2569,Muffin
2016-12-03,15:48:43,2569,Chocolate caliente
2016-12-03,15:48:43,2569,Tostada
2016-12-03,15:50:17,2570,Alfajores
2016-12-03,15:50:17,2570,Muffin
2016-12-03,15:50:17,2570,Medialuna
2016-12-03,16:03:05,2571,Pan
2016-12-03,16:03:05,2571,Café
2016-12-03,16:03:05,2571,Tostada mantequilla
2016-12-03,16:08:31,2572,Te
2016-12-03,16:08:31,2572,Zumo
2016-12-03,16:13:03,2573,Café
2016-12-03,16:13:03,2573,Café
2016-12-03,16:13:03,2573,Pan
2016-12-03,16:16:00,2574,Pastel
2016-12-03,16:22:47,2575,Pan
2016-12-03,16:22:47,2575,Te
2016-12-03,16:22:47,2575,Pastel
2016-12-03,16:37:59,2576,Café
2016-12-03,16:37:59,2576,Medialuna
2016-12-04,09:23:12,2577,Café
2016-12-04,09:23:12,2577,Medialuna
2016-12-04,09:25:28,2578,Pan
2016-12-04,10:13:39,2579,Pastel
2016-12-04,10:13:39,2579,Pan
2016-12-04,10:14:25,2580,Pan
2016-12-04,10:14:25,2580,Tostada
2016-12-04,10:33:49,2581,Pan
2016-12-04,10:33:49,2581,Medialuna
2016-12-04,10:33:49,2581,Tostada
2016-12-04,10:48:04,2582,Café
2016-12-04,10:48:04,2582,Tostada mantequilla
2016-12-04,10:48:04,2582,NONE
2016-12-04,10:48:04,2582,Pastel
2016-12-04,10:51:32,2583,Café
2016-12-04,10:51:32,2583,Te
2016-12-04,10:51:32,2583,Muffin
2016-12-04,10:51:32,2583,Muffin
2016-12-04,10:52:25,2584,Café
2016-12-04,10:52:25,2584,Tostada
2016-12-04,10:54:15,2585,Café
2016-12-04,10:54:15,2585,Café
2016-12-04,10:54:15,2585,Medialuna
2016-12-04,10:54:15,2585,Pastel
2016-12-04,11:07:33,2586,Pan
2016-12-04,11:07:33,2586,Bolsas
2016-12-04,11:24:07,2587,Café
2016-12-04,11:24:07,2587,Tostada
2016-12-04,11:35:33,2588,Pan
2016-12-04,11:35:33,2588,Medialuna
2016-12-04,11:47:49,2589,Chocolate caliente
2016-12-04,11:47:49,2589,Te
2016-12-04,11:49:23,2590,Pan
2016-12-04,11:49:23,2590,Muffin
2016-12-04,11:53:20,2591,NONE
2016-12-04,11:53:20,2591,Café
2016-12-04,11:53:20,2591,Pan
2016-12-04,11:53:20,2591,Café
2016-12-04,11:56:26,2592,Huevos camperos
2016-12-04,11:57:49,2593,Café
2016-12-04,11:57:49,2593,Café
2016-12-04,12:04:19,2594,NONE
2016-12-04,12:04:19,2594,NONE
2016-12-04,12:04:19,2594,Pan
2016-12-04,12:04:19,2594,Alfajores
2016-12-04,12:04:19,2594,Galletas
2016-12-04,12:06:34,2595,Café
2016-12-04,12:06:34,2595,Medialuna
2016-12-04,12:06:34,2595,Pastel
2016-12-04,12:06:34,2595,Alfajores
2016-12-04,12:13:06,2596,Pan
2016-12-04,12:13:06,2596,Café
2016-12-04,12:31:06,2597,Pan
2016-12-04,12:33:58,2598,Café
2016-12-04,12:33:58,2598,Trufas
2016-12-04,12:33:58,2598,NONE
2016-12-04,12:33:58,2598,NONE
2016-12-04,12:35:48,2599,Café
2016-12-04,12:35:48,2599,Caramelo
2016-12-04,12:35:48,2599,Caramelo
2016-12-04,12:35:48,2599,Pan
2016-12-04,12:40:19,2600,Pan
2016-12-04,12:46:15,2601,Café
2016-12-04,12:46:15,2601,Pan
2016-12-04,12:47:59,2602,Pan
2016-12-04,13:11:13,2603,Café
2016-12-04,13:11:13,2603,Medialuna
2016-12-04,13:11:13,2603,Crepes
2016-12-04,13:11:13,2603,Alfajores
2016-12-04,13:14:33,2604,Café
2016-12-04,13:14:33,2604,Café
2016-12-04,13:14:33,2604,NONE
2016-12-04,13:14:33,2604,Pastel
2016-12-04,13:15:56,2605,Pan
2016-12-04,13:15:56,2605,Café
2016-12-04,13:15:56,2605,Pastel
2016-12-04,13:15:56,2605,Galletas
2016-12-04,13:18:31,2606,Café
2016-12-04,13:21:06,2607,Pan
2016-12-04,13:50:59,2608,Huevos camperos
2016-12-04,13:58:32,2609,Pan
2016-12-04,14:03:46,2610,Café
2016-12-04,14:03:46,2610,Medialuna
2016-12-04,14:07:44,2611,Chocolate caliente
2016-12-04,14:07:44,2611,Te
2016-12-04,14:07:44,2611,Café
2016-12-04,14:07:44,2611,Café
2016-12-04,14:07:44,2611,Pastel
2016-12-04,14:12:54,2612,Te
2016-12-04,14:12:54,2612,Chocolate caliente
2016-12-04,14:12:54,2612,Trufas
2016-12-04,14:16:55,2613,Chocolate caliente
2016-12-04,14:16:55,2613,Chocolate caliente
2016-12-04,14:16:55,2613,Chocolate caliente
2016-12-04,14:27:31,2614,Café
2016-12-04,14:27:31,2614,Café
2016-12-04,14:27:31,2614,Café
2016-12-04,14:27:31,2614,NONE
2016-12-04,14:27:31,2614,Sandwich
2016-12-04,14:27:31,2614,Crepes
2016-12-04,14:32:26,2615,Pan
2016-12-04,14:32:26,2615,Crepes
2016-12-04,14:40:52,2616,Pan
2016-12-04,14:40:52,2616,Muffin
2016-12-04,14:40:52,2616,Pastel
2016-12-04,14:40:52,2616,Café
2016-12-04,14:40:52,2616,Medialuna
2016-12-04,14:41:27,2617,Café
2016-12-04,14:46:44,2618,Pan
2016-12-04,14:46:44,2618,Café
2016-12-04,14:46:44,2618,Galletas
2016-12-04,14:50:25,2619,Medialuna
2016-12-04,14:50:25,2619,Crepes
2016-12-04,14:52:49,2620,Muffin
2016-12-04,14:54:51,2621,Medialuna
2016-12-04,14:54:51,2621,Te
2016-12-04,15:02:11,2622,Pastel
2016-12-04,15:41:11,2623,Te
2016-12-04,15:46:13,2624,Café
2016-12-04,15:46:13,2624,Tostada mantequilla
2016-12-04,15:46:13,2624,Café
2016-12-04,16:12:14,2625,Pan
2016-12-04,16:12:14,2625,Café
2016-12-04,16:12:14,2625,Café
2016-12-04,16:12:14,2625,Café
2016-12-04,16:15:01,2626,Trufas
2016-12-04,16:15:01,2626,Te
2016-12-04,16:19:11,2627,Galletas
2016-12-04,16:19:11,2627,Galletas
2016-12-05,08:25:55,2628,Café
2016-12-05,08:35:23,2629,Pan
2016-12-05,08:36:11,2630,Café
2016-12-05,08:36:11,2630,Pan
2016-12-05,08:36:11,2630,Tostada
2016-12-05,08:36:11,2630,Pastel
2016-12-05,09:04:44,2631,Café
2016-12-05,09:04:44,2631,NONE
2016-12-05,09:09:17,2632,Muffin
2016-12-05,09:19:19,2633,Pan
2016-12-05,09:20:45,2634,Huevos camperos
2016-12-05,09:22:08,2635,Café
2016-12-05,09:22:08,2635,NONE
2016-12-05,09:24:21,2636,Pan
2016-12-05,09:25:24,2637,Pan
2016-12-05,09:28:53,2638,Te
2016-12-05,09:28:53,2638,Café
2016-12-05,09:28:53,2638,Pastel
2016-12-05,09:28:53,2638,Alfajores
2016-12-05,09:33:12,2639,Café
2016-12-05,09:33:12,2639,Café
2016-12-05,09:33:12,2639,Tostada
2016-12-05,09:33:12,2639,Medialuna
2016-12-05,09:33:58,2640,Café
2016-12-05,09:42:43,2641,Zumo
2016-12-05,09:42:43,2641,Te
2016-12-05,09:42:43,2641,Pan
2016-12-05,09:42:43,2641,Medialuna
2016-12-05,09:45:14,2642,Medialuna
2016-12-05,09:45:14,2642,Café
2016-12-05,09:45:14,2642,Tostada
2016-12-05,09:46:18,2643,Pastel
2016-12-05,09:46:18,2643,Te
2016-12-05,09:51:34,2644,Huevos camperos
2016-12-05,10:07:40,2645,Café
2016-12-05,10:07:40,2645,Café
2016-12-05,10:14:02,2646,Café
2016-12-05,10:40:23,2647,Café
2016-12-05,10:40:23,2647,Café
2016-12-05,10:40:23,2647,Muffin
2016-12-05,10:41:51,2648,Café
2016-12-05,10:42:31,2649,Café
2016-12-05,10:42:31,2649,Muffin
2016-12-05,10:52:01,2650,Café
2016-12-05,10:52:01,2650,Sandwich
2016-12-05,10:56:44,2651,Dulce de Leche
2016-12-05,10:56:44,2651,Pan
2016-12-05,10:56:44,2651,Café
2016-12-05,10:56:44,2651,Pastel
2016-12-05,10:56:44,2651,Pan
2016-12-05,10:58:46,2652,Jamón
2016-12-05,11:04:23,2653,Café
2016-12-05,11:04:23,2653,Café
2016-12-05,11:04:23,2653,Medialuna
2016-12-05,11:09:34,2654,Galletas
2016-12-05,11:09:34,2654,Café
2016-12-05,11:09:34,2654,Pastel
2016-12-05,12:14:03,2655,Huevos camperos
2016-12-05,12:26:57,2656,Café
2016-12-05,12:33:52,2657,Café
2016-12-05,12:47:15,2658,NONE
2016-12-05,12:47:15,2658,NONE
2016-12-05,12:51:42,2659,Pan
2016-12-05,12:51:42,2659,Pastel
2016-12-05,12:56:06,2660,Zumo
2016-12-05,12:56:06,2660,Sandwich
2016-12-05,12:58:48,2661,Café
2016-12-05,12:58:48,2661,Café
2016-12-05,12:58:48,2661,Alfajores
2016-12-05,13:11:30,2662,Café
2016-12-05,13:11:30,2662,Sandwich
2016-12-05,13:30:27,2663,Pan
2016-12-05,13:31:30,2664,Pan
2016-12-05,13:40:52,2665,Pan
2016-12-05,13:40:52,2665,Te
2016-12-05,13:40:52,2665,Medialuna
2016-12-05,13:46:47,2666,Café
2016-12-05,13:46:47,2666,Muffin
2016-12-05,13:50:44,2667,Pastel
2016-12-05,13:50:44,2667,Te
2016-12-05,13:52:34,2668,Galletas
2016-12-05,13:52:34,2668,Café
2016-12-05,14:04:32,2669,Fruta de temporada
2016-12-05,14:04:32,2669,Coca-Cola
2016-12-05,14:12:21,2670,Café
2016-12-05,14:12:21,2670,Café
2016-12-05,14:12:21,2670,Muffin
2016-12-05,14:12:21,2670,Sandwich
2016-12-05,14:15:37,2671,Alfajores
2016-12-05,14:30:28,2672,Alfajores
2016-12-05,14:39:46,2673,Sandwich
2016-12-05,14:39:46,2673,Café
2016-12-05,14:43:20,2674,Chocolate caliente
2016-12-05,14:43:20,2674,Café
2016-12-05,14:43:20,2674,Muffin
2016-12-05,14:43:20,2674,Sandwich
2016-12-05,14:48:51,2675,Muffin
2016-12-05,15:00:58,2676,Café
2016-12-05,15:00:58,2676,Te
2016-12-05,15:00:58,2676,Pan
2016-12-05,15:01:39,2677,Café
2016-12-05,15:13:04,2678,Pan
2016-12-05,15:13:04,2678,Medialuna
2016-12-05,15:13:04,2678,Galletas
2016-12-05,15:13:04,2678,Te
2016-12-05,15:27:04,2679,Café
2016-12-05,15:45:32,2680,Café
2016-12-05,15:45:32,2680,Pan
2016-12-05,15:45:32,2680,Café
2016-12-05,16:23:40,2681,Alfajores
2016-12-05,16:23:40,2681,Alfajores
2016-12-05,16:23:40,2681,Café
2016-12-05,16:23:40,2681,Sandwich
2016-12-05,16:23:40,2681,Sandwich
2016-12-05,16:23:40,2681,Pan
2016-12-05,16:53:44,2682,Café
2016-12-05,16:53:44,2682,Café
2016-12-05,16:53:44,2682,Pan
2016-12-05,16:53:44,2682,Galletas
2016-12-05,16:53:44,2682,Medialuna
2016-12-05,16:53:44,2682,Café
2016-12-06,08:11:46,2683,Café
2016-12-06,08:11:46,2683,Galletas
2016-12-06,08:26:54,2684,Huevos camperos
2016-12-06,08:58:58,2685,Café
2016-12-06,09:20:17,2686,Coca-Cola
2016-12-06,09:26:06,2687,Café
2016-12-06,09:26:06,2687,Pan
2016-12-06,09:27:18,2688,Pastel
2016-12-06,09:27:18,2688,Pan
2016-12-06,09:48:09,2689,Café
2016-12-06,09:50:30,2690,Chocolate caliente
2016-12-06,09:50:30,2690,Alfajores
2016-12-06,09:50:30,2690,Pan
2016-12-06,09:50:30,2690,Muffin
2016-12-06,09:51:10,2691,Café
2016-12-06,09:51:38,2692,Pan
2016-12-06,09:52:37,2693,Café
2016-12-06,09:52:37,2693,Café
2016-12-06,09:53:52,2694,Café
2016-12-06,09:53:52,2694,Café
2016-12-06,09:53:52,2694,Medialuna
2016-12-06,09:54:45,2695,Café
2016-12-06,09:54:45,2695,NONE
2016-12-06,10:15:01,2696,Pastel
2016-12-06,10:15:01,2696,Medialuna
2016-12-06,10:15:01,2696,Pan
2016-12-06,10:18:59,2697,Muffin
2016-12-06,10:18:59,2697,Café
2016-12-06,10:18:59,2697,Café
2016-12-06,10:25:37,2698,Pan
2016-12-06,10:28:26,2699,Pan
2016-12-06,10:30:22,2700,Pan
2016-12-06,10:30:22,2700,Café
2016-12-06,10:45:44,2701,Pan
2016-12-06,10:45:44,2701,Te
2016-12-06,10:49:29,2702,Pan
2016-12-06,10:49:29,2702,Galletas
2016-12-06,10:49:29,2702,Muffin
2016-12-06,10:52:24,2703,Te
2016-12-06,10:52:24,2703,Café
2016-12-06,10:54:51,2704,Medialuna
2016-12-06,10:54:51,2704,Pastel
2016-12-06,10:54:51,2704,Pan
2016-12-06,10:55:48,2705,Café
2016-12-06,10:55:48,2705,Alfajores
2016-12-06,10:57:54,2706,Tostada
2016-12-06,10:59:09,2707,Café
2016-12-06,11:03:20,2708,Te
2016-12-06,11:07:06,2709,Chocolate caliente
2016-12-06,11:07:06,2709,Medialuna
2016-12-06,11:07:30,2710,Café
2016-12-06,11:07:30,2710,Pastel
2016-12-06,11:08:19,2711,Café
2016-12-06,11:21:40,2712,Pastel
2016-12-06,11:21:40,2712,Pan
2016-12-06,11:23:27,2713,Pastel
2016-12-06,11:23:27,2713,Café
2016-12-06,11:45:33,2714,Café
2016-12-06,11:45:33,2714,Chocolate caliente
2016-12-06,11:45:33,2714,Pastel
2016-12-06,12:02:51,2715,NONE
2016-12-06,12:02:51,2715,Te
2016-12-06,12:07:33,2716,Pan
2016-12-06,12:11:28,2717,NONE
2016-12-06,12:11:28,2717,Te
2016-12-06,12:24:06,2718,Pan
2016-12-06,12:24:06,2718,Huevos camperos
2016-12-06,12:24:44,2719,Café
2016-12-06,12:35:33,2720,Pan
2016-12-06,12:39:43,2721,Pan
2016-12-06,12:39:43,2721,NONE
2016-12-06,12:44:06,2722,Pan
2016-12-06,12:44:06,2722,Galletas
2016-12-06,12:47:13,2723,Café
2016-12-06,12:47:13,2723,Pan
2016-12-06,12:50:14,2724,Galletas
2016-12-06,12:50:14,2724,Café
2016-12-06,13:02:34,2725,Huevos camperos
2016-12-06,13:12:31,2726,Pan
2016-12-06,13:14:28,2727,Café
2016-12-06,13:16:31,2728,Café
2016-12-06,13:16:31,2728,Te
2016-12-06,13:16:31,2728,Sandwich
2016-12-06,13:16:31,2728,Muffin
2016-12-06,13:22:06,2729,Café
2016-12-06,13:22:06,2729,Pan
2016-12-06,13:22:06,2729,Pastel
2016-12-06,13:36:54,2730,NONE
2016-12-06,13:36:54,2730,Pan
2016-12-06,14:01:12,2731,NONE
2016-12-06,14:01:12,2731,Te
2016-12-06,14:02:32,2732,Te
2016-12-06,14:02:32,2732,Café
2016-12-06,14:10:33,2733,Café
2016-12-06,14:29:07,2734,Sandwich
2016-12-06,14:29:07,2734,Te
2016-12-06,14:29:07,2734,Alfajores
2016-12-06,15:09:18,2735,Café
2016-12-06,15:09:18,2735,NONE
2016-12-06,15:09:18,2735,Agua
2016-12-06,15:09:18,2735,Alfajores
2016-12-06,15:09:18,2735,Pastel
2016-12-06,15:09:18,2735,Sandwich
2016-12-06,15:29:23,2736,Café
2016-12-06,15:29:23,2736,Pan
2016-12-06,15:30:04,2737,Café
2016-12-06,15:30:04,2737,NONE
2016-12-06,15:44:35,2738,Te
2016-12-06,15:44:35,2738,Pastel
2016-12-06,15:49:41,2739,Pan
2016-12-06,15:53:35,2740,Galletas
2016-12-06,16:01:07,2741,Café
2016-12-06,16:01:07,2741,Zumo
2016-12-06,16:22:54,2742,Café
2016-12-06,16:22:54,2742,Muffin
2016-12-06,16:22:54,2742,Agua
2016-12-06,16:22:54,2742,Zumo
2016-12-06,16:24:31,2743,Pan
2016-12-07,08:38:22,2744,Pan
2016-12-07,09:02:48,2745,Pan
2016-12-07,09:15:18,2746,Pan
2016-12-07,09:15:18,2746,Chocolate caliente
2016-12-07,09:15:18,2746,Zumo
2016-12-07,09:15:18,2746,Tostada
2016-12-07,09:15:18,2746,NONE
2016-12-07,09:21:35,2747,Café
2016-12-07,09:21:35,2747,Pastel
2016-12-07,09:21:35,2747,Pan
2016-12-07,09:25:00,2748,Café
2016-12-07,09:25:00,2748,Tostada
2016-12-07,09:26:40,2749,Café
2016-12-07,09:26:40,2749,Tostada
2016-12-07,09:27:45,2750,Te
2016-12-07,09:29:20,2751,Te
2016-12-07,09:29:20,2751,Tostada
2016-12-07,09:29:20,2751,Galletas
2016-12-07,10:11:14,2752,Huevos camperos
2016-12-07,10:28:53,2753,Pan
2016-12-07,10:28:53,2753,Pastel
2016-12-07,10:58:32,2754,NONE
2016-12-07,10:58:32,2754,Pan
2016-12-07,11:00:46,2755,Café
2016-12-07,11:00:46,2755,Café
2016-12-07,11:01:17,2756,Te
2016-12-07,11:01:17,2756,Alfajores
2016-12-07,11:02:36,2757,Pan
2016-12-07,11:03:59,2758,NONE
2016-12-07,11:03:59,2758,Café
2016-12-07,11:13:22,2759,Zumo
2016-12-07,11:13:22,2759,Café
2016-12-07,11:13:22,2759,Te
2016-12-07,11:28:16,2760,Café
2016-12-07,11:28:16,2760,Medialuna
2016-12-07,11:41:59,2761,Pan
2016-12-07,11:42:43,2762,Medialuna
2016-12-07,11:42:43,2762,Café
2016-12-07,12:03:14,2763,Pastel
2016-12-07,12:03:14,2763,Te
2016-12-07,12:07:00,2764,Pan
2016-12-07,12:07:00,2764,Café
2016-12-07,12:08:10,2765,Huevos camperos
2016-12-07,12:13:07,2766,Pan
2016-12-07,12:21:41,2767,Huevos camperos
2016-12-07,12:21:41,2767,Crepes
2016-12-07,12:29:46,2768,Pan
2016-12-07,12:35:28,2769,Chocolate caliente
2016-12-07,12:47:30,2770,Café
2016-12-07,12:47:30,2770,Café
2016-12-07,12:47:30,2770,Chocolate caliente
2016-12-07,12:47:30,2770,Sandwich
2016-12-07,12:56:11,2771,Sandwich
2016-12-07,12:57:13,2772,NONE
2016-12-07,12:57:13,2772,Café
2016-12-07,12:57:13,2772,Trufas
2016-12-07,12:59:27,2773,Jamón
2016-12-07,13:08:22,2774,Pan
2016-12-07,13:23:02,2775,Pan
2016-12-07,13:35:04,2776,Sandwich
2016-12-07,13:35:04,2776,NONE
2016-12-07,13:35:04,2776,Café
2016-12-07,13:35:04,2776,Agua
2016-12-07,13:48:57,2777,Pan
2016-12-07,14:01:10,2778,Coca-Cola
2016-12-07,14:01:10,2778,Coca-Cola
2016-12-07,14:01:10,2778,Galletas
2016-12-07,14:01:10,2778,NONE
2016-12-07,14:04:05,2779,NONE
2016-12-07,14:23:46,2780,Pan
2016-12-07,14:23:46,2780,Pan
2016-12-07,14:31:10,2781,Café
2016-12-07,14:31:10,2781,Café
2016-12-07,14:31:10,2781,Sandwich
2016-12-07,14:45:54,2782,Pan
2016-12-07,14:45:54,2782,Café
2016-12-07,14:47:44,2783,NONE
2016-12-07,14:47:44,2783,Te
2016-12-07,14:47:44,2783,Café
2016-12-07,15:16:54,2785,Te
2016-12-07,15:16:54,2785,Café
2016-12-07,16:00:12,2786,Chocolate caliente
2016-12-07,16:25:57,2787,Café
2016-12-07,16:25:57,2787,Café
2016-12-07,16:25:57,2787,Alfajores
2016-12-07,17:04:56,2788,Caramelo
2016-12-07,17:04:56,2788,Jamón
2016-12-07,17:04:56,2788,Pastel
2016-12-07,17:04:56,2788,Café
2016-12-08,08:26:16,2789,Pastel
2016-12-08,08:46:11,2790,Café
2016-12-08,08:46:11,2790,Pan
2016-12-08,09:03:07,2791,Pastel
2016-12-08,09:03:07,2791,Café
2016-12-08,09:04:24,2792,Café
2016-12-08,09:04:24,2792,Pastel
2016-12-08,09:14:56,2793,Café
2016-12-08,09:14:56,2793,Pastel
2016-12-08,09:18:48,2794,Trufas
2016-12-08,09:18:48,2794,Pan
2016-12-08,09:26:36,2795,Café
2016-12-08,09:28:20,2796,Café
2016-12-08,09:32:00,2797,Café
2016-12-08,09:32:00,2797,Tostada
2016-12-08,09:32:00,2797,Pastel vegano
2016-12-08,09:32:00,2797,Agua
2016-12-08,09:32:00,2797,Café
2016-12-08,09:33:26,2798,Medialuna
2016-12-08,09:33:26,2798,Pan
2016-12-08,09:44:53,2799,Café
2016-12-08,09:44:53,2799,Pastel
2016-12-08,10:09:16,2800,Café
2016-12-08,10:09:16,2800,NONE
2016-12-08,10:09:16,2800,Pastel
2016-12-08,10:16:28,2801,Café
2016-12-08,10:40:06,2802,Café
2016-12-08,10:53:51,2803,Pan
2016-12-08,10:53:51,2803,Pastel
2016-12-08,10:53:51,2803,Galletas
2016-12-08,10:55:18,2804,Café
2016-12-08,10:55:18,2804,Te
2016-12-08,10:55:18,2804,Pan
2016-12-08,10:55:18,2804,Pastel
2016-12-08,11:02:40,2805,Tostada
2016-12-08,11:02:40,2805,Zumo
2016-12-08,11:03:36,2806,Pan
2016-12-08,11:04:22,2807,Pastel
2016-12-08,11:04:22,2807,Pastel
2016-12-08,11:26:03,2808,Café
2016-12-08,11:27:11,2809,Trufas
2016-12-08,11:35:19,2810,Te
2016-12-08,11:36:09,2811,Pan
2016-12-08,11:39:06,2812,Huevos camperos
2016-12-08,11:51:58,2813,NONE
2016-12-08,11:51:58,2813,Café
2016-12-08,11:51:58,2813,Pastel
2016-12-08,11:53:34,2814,Café
2016-12-08,11:53:34,2814,Sandwich
2016-12-08,11:53:34,2814,NONE
2016-12-08,12:19:45,2815,Te
2016-12-08,12:45:41,2816,Fruta de temporada
2016-12-08,12:45:41,2816,Te
2016-12-08,13:03:52,2817,Café
2016-12-08,13:03:52,2817,NONE
2016-12-08,13:04:38,2818,Café
2016-12-08,13:41:08,2819,Te
2016-12-08,13:41:08,2819,NONE
2016-12-08,13:41:08,2819,Pastel
2016-12-08,13:42:08,2820,Huevos camperos
2016-12-08,13:53:09,2821,Café
2016-12-08,14:20:51,2822,NONE
2016-12-08,14:20:51,2822,Café
2016-12-08,14:34:32,2823,Pan
2016-12-08,15:11:16,2824,Café
2016-12-08,15:11:16,2824,Pastel
2016-12-08,15:17:44,2825,Pastel
2016-12-08,15:40:39,2826,Alfajores
2016-12-08,15:40:39,2826,Medialuna
2016-12-08,15:40:39,2826,Brownie
2016-12-08,15:41:22,2827,Pan
2016-12-08,16:54:21,2828,Pan
2016-12-09,09:03:46,2829,Pan
2016-12-09,09:03:46,2829,Jamón
2016-12-09,09:05:25,2830,Te
2016-12-09,09:05:25,2830,Sandwich
2016-12-09,09:13:18,2831,Café
2016-12-09,09:13:18,2831,Medialuna
2016-12-09,09:13:18,2831,Zumo
2016-12-09,09:13:18,2831,Coca-Cola
2016-12-09,09:15:48,2832,Tostada
2016-12-09,09:15:48,2832,Café
2016-12-09,09:15:48,2832,Pan
2016-12-09,09:17:08,2833,Pan
2016-12-09,09:17:08,2833,Café
2016-12-09,09:17:08,2833,Tostada
2016-12-09,09:19:46,2834,Pan
2016-12-09,09:19:46,2834,Café
2016-12-09,09:19:46,2834,Medialuna
2016-12-09,09:31:22,2835,NONE
2016-12-09,09:31:22,2835,Café
2016-12-09,09:31:52,2836,Pan
2016-12-09,09:31:52,2836,Tostada
2016-12-09,09:42:56,2837,Pan
2016-12-09,09:58:47,2838,Café
2016-12-09,09:58:47,2838,Café
2016-12-09,09:58:47,2838,Medialuna
2016-12-09,09:58:47,2838,Pastel
2016-12-09,10:11:09,2839,Te
2016-12-09,10:16:40,2840,Te
2016-12-09,10:17:03,2841,Café
2016-12-09,10:17:03,2841,Medialuna
2016-12-09,10:18:33,2842,Pan
2016-12-09,10:20:34,2843,Pan
2016-12-09,10:20:34,2843,Café
2016-12-09,10:36:25,2844,Pan
2016-12-09,10:40:00,2845,Pan
2016-12-09,10:40:00,2845,Brownie
2016-12-09,10:43:53,2846,Café
2016-12-09,10:45:04,2847,Te
2016-12-09,10:45:04,2847,Manzanilla
2016-12-09,10:56:23,2848,Caramelo
2016-12-09,10:58:25,2849,Alfajores
2016-12-09,10:58:25,2849,Café
2016-12-09,10:59:55,2850,Pan
2016-12-09,11:02:01,2851,Café
2016-12-09,11:02:01,2851,Alfajores
2016-12-09,11:03:24,2852,Brownie
2016-12-09,11:03:24,2852,Café
2016-12-09,11:07:26,2853,Pan
2016-12-09,11:15:23,2854,Jamón
2016-12-09,11:15:23,2854,Caramelo
2016-12-09,11:18:31,2855,Te
2016-12-09,11:24:13,2856,Café
2016-12-09,11:32:08,2857,Café
2016-12-09,11:46:29,2858,Pan
2016-12-09,11:48:20,2859,Café
2016-12-09,12:06:09,2860,Café
2016-12-09,12:06:09,2860,NONE
2016-12-09,12:07:50,2861,Medialuna
2016-12-09,12:07:50,2861,Pastel
2016-12-09,12:10:24,2862,Café
2016-12-09,12:10:24,2862,Pastel
2016-12-09,12:16:51,2863,Café
2016-12-09,12:16:51,2863,Café
2016-12-09,12:17:40,2864,NONE
2016-12-09,12:30:31,2865,Manzanilla
